annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-28	13737-13746	aromatioo	B-Quality
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-29	13747-13748	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-30	13749-13751	un	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-31	13752-13758	sapore	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-32	13759-13768	aromatico	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-33	13769-13770	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-34	13771-13776	oaldo	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-35	13777-13778	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-36	13779-13784	dolce	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-37	13785-13786	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	87-38	13787-13795	pieoante	O

annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-1	13797-13799	La	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-2	13800-13809	corteccia	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-3	13810-13812	di	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-4	13813-13817	poco	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-5	13818-13824	valore	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-6	13825-13828	non	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-7	13829-13830	è	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-8	13831-13841	pieghevole	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-9	13841-13842	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-10	13843-13844	è	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-11	13845-13848	più	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-12	13849-13855	grossa	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-13	13856-13857	e	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-14	13858-13861	più	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-15	13862-13866	dura	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-16	13866-13867	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-17	13868-13870	ha	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-18	13871-13873	un	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-19	13874-13880	colore	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-20	13881-13886	bruno	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-21	13886-13887	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-22	13888-13890	un	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-23	13891-13897	sapore	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-24	13898-13903	caldo	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-25	13903-13904	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-26	13905-13913	pungente	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-27	13913-13914	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-28	13915-13918	che	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-29	13919-13920	s	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-30	13920-13921	’	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-31	13922-13932	assomiglia	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-32	13933-13934	a	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-33	13935-13941	quello	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-34	13942-13945	dei	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-35	13946-13954	garofani	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-36	13955-13956	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-37	13957-13960	che	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-38	13961-13964	poi	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-39	13965-13970	passa	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-40	13971-13973	in	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-41	13974-13979	amalo	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	88-42	13980-13990	disgustoso	O

annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-1	13993-13998	Colla	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-2	13999-14012	distillazione	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-3	14013-14015	se	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-4	14016-14018	ne	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-5	14019-14026	ottiene	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-6	14027-14029	un	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-7	14030-14034	olio	B-Smell_Source
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-8	14035-14044	aromatico	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-9	14045-14050	molto	B-Quality
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-10	14051-14056	grato	I-Quality
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-11	14057-14058	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-12	14059-14061	di	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-13	14062-14068	sapore	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-14	14069-14074	caldo	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-15	14075-14076	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-16	14077-14086	aromatico	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-17	14087-14088	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-18	14089-14097	pungente	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-19	14098-14099	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-20	14100-14102	di	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-21	14103-14105	un	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-22	14106-14112	colore	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-23	14113-14130	bianco-gialliccio	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-24	14131-14132	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-25	14133-14146	completamente	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-26	14147-14155	solubile	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-27	14156-14160	nell	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-28	14160-14161	’	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	89-29	14161-14167	alcool	O

annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-1	14170-14171	L	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-2	14171-14172	’	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-3	14172-14177	avido	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-4	14178-14188	mercatante	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-5	14189-14195	toglie	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-6	14196-14198	la	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-7	14199-14206	maggior	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-8	14207-14212	parte	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-9	14213-14216	del	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-10	14217-14223	valore	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-11	14224-14228	alla	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-12	14229-14237	cannella	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-13	14238-14249	estraendone	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-14	14250-14255	colla	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-15	14256-14269	distillazione	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-16	14270-14271	l	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-17	14271-14272	’	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-18	14272-14276	olio	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-19	14277-14286	aromatico	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-20	14286-14287	;	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-21	14288-14290	ma	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-22	14291-14294	tal	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-23	14295-14300	frode	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-24	14301-14303	si	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-25	14304-14311	conosce	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-26	14312-14315	che	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-27	14316-14322	questa	B-Smell_Source
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-28	14323-14328	droga	I-Smell_Source
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-29	14329-14332	non	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-30	14333-14335	ha	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-31	14336-14339	più	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-32	14339-14340	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-33	14341-14343	nè	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-34	14344-14345	l	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-35	14345-14346	’	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-36	14346-14351	odore	B-Smell_Word
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-37	14351-14352	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-38	14353-14355	nè	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-39	14356-14358	il	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-40	14359-14365	sapore	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-41	14366-14375	aromatico	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-42	14376-14379	che	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-43	14380-14382	le	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-44	14383-14384	è	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-45	14385-14392	proprio	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-46	14392-14393	;	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-47	14394-14395	è	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-48	14396-14404	spugnosa	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-49	14405-14406	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-50	14407-14411	meno	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-51	14412-14420	elastica	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-52	14421-14422	,	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-53	14423-14424	e	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-54	14425-14429	meno	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	90-55	14430-14436	liscia	O

annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-1	14439-14441	Si	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-2	14442-14447	hanno	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-3	14448-14450	da	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-4	14451-14457	questa	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-5	14458-14464	stessa	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-6	14465-14471	pianta	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-7	14472-14473	i	B-Smell_Source
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-8	14474-14479	fiori	I-Smell_Source
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-9	14480-14481	i	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-10	14482-14487	quali	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-11	14488-14490	si	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-12	14491-14498	pongono	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-13	14499-14501	in	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-14	14502-14511	commercio	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-15	14512-14514	in	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-16	14515-14521	istato	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-17	14522-14524	di	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-18	14525-14532	bottone	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-19	14533-14534	;	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-20	14535-14540	hanno	O
annotation/1817_NUOVA_CHIMICA_DEL_GUSTO_E_DELL_OLFATTO__250_distribution.txt/teresa.tsv	91-21	14541-14543	la	O
